building_type,from,to,weight,relationship
Multifamily Residential,STROLLER_STORAGE,ELEV_LOBBY,2,optional
Multifamily Residential,MGMT_OFFICE,LOBBY_MAIN,2,should_adjoin
Multifamily Residential,MGMT_OFFICE,CONF_SMALL,2,optional
Multifamily Residential,CONF_SMALL,MGMT_OFFICE,2,optional
Multifamily Residential,STAFF_BREAK,MGMT_OFFICE,1,optional
Multifamily Residential,STAFF_BREAK,SERVICE_CORRIDOR,1,optional
Multifamily Residential,OUTDOOR_TERRACE,LOUNGE,3,optional
Multifamily Residential,STORAGE_RES,ELEV_LOBBY,1,optional
Multifamily Residential,STORAGE_RES,PARKING_GARAGE,1,optional
Multifamily Residential,KITCHEN_UNIT,LIVING_UNIT,5,must_adjoin
Multifamily Residential,KITCHEN_UNIT,BATH_UNIT,2,should_adjoin
Multifamily Residential,BATH_UNIT,BEDROOM_UNIT,3,should_adjoin
Multifamily Residential,BATH_UNIT,KITCHEN_UNIT,2,should_adjoin
Multifamily Residential,LIVING_UNIT,KITCHEN_UNIT,5,must_adjoin
Multifamily Residential,LIVING_UNIT,BEDROOM_UNIT,3,should_adjoin
Multifamily Residential,BEDROOM_UNIT,BATH_UNIT,3,should_adjoin
Office,OFF_LOBBY,OFF_SECURITY,4,should_adjoin
Office,OFF_LOBBY,OFF_ELEV_LOBBY,5,must_adjoin
Office,OFF_LOBBY,OFF_CAFE,2,optional
Office,OFF_SECURITY,OFF_LOBBY,4,should_adjoin
Office,OFF_ELEV_LOBBY,OFF_CORE_MECH,3,should_adjoin
Office,OFF_ELEV_LOBBY,OFF_CORE_ELEC,3,should_adjoin
Office,OFF_ELEV_LOBBY,OFF_CORRIDOR,4,must_adjoin
Office,OFF_CORRIDOR,OFF_ELEV_LOBBY,4,must_adjoin
Office,OFF_CORRIDOR,OFF_OPEN_WORK,5,must_adjoin
Office,OFF_CORRIDOR,OFF_CONF_SMALL,3,should_adjoin
Office,OFF_CORRIDOR,OFF_PANTRY,3,should_adjoin
Office,OFF_OPEN_WORK,OFF_CONF_SMALL,3,should_adjoin
Office,OFF_OPEN_WORK,OFF_FOCUS,3,should_adjoin
Office,OFF_OPEN_WORK,OFF_PANTRY,2,should_adjoin
Office,OFF_FOCUS,OFF_OPEN_WORK,3,should_adjoin
Office,OFF_CONF_SMALL,OFF_OPEN_WORK,3,should_adjoin
Office,OFF_CONF_SMALL,OFF_CORRIDOR,3,should_adjoin
Office,OFF_CONF_LARGE,OFF_AV,3,should_adjoin
Office,OFF_CONF_LARGE,OFF_PANTRY,2,should_adjoin
Office,OFF_AV,OFF_CONF_LARGE,3,should_adjoin
Office,OFF_PANTRY,OFF_OPEN_WORK,2,should_adjoin
Office,OFF_PANTRY,OFF_RESTROOM,3,should_adjoin
Office,OFF_RESTROOM,OFF_PANTRY,3,should_adjoin
Office,OFF_RESTROOM,OFF_CORRIDOR,3,should_adjoin
Office,OFF_MOTHER,OFF_RESTROOM,2,should_adjoin
Office,OFF_CAFE,OFF_LOBBY,2,optional
Office,OFF_CAFE,OFF_PANTRY,1,optional
Office,OFF_CORE_MECH,OFF_ELEV_LOBBY,3,should_adjoin
Office,OFF_CORE_ELEC,OFF_ELEV_LOBBY,3,should_adjoin
Parking Structure,PKG_ENTRY_EXIT,PKG_REVENUE_CTRL,4,must_adjoin
Parking Structure,PKG_ENTRY_EXIT,PKG_PARKING_FLOOR,5,must_adjoin
Parking Structure,PKG_PARKING_FLOOR,PKG_RAMP,5,must_adjoin
Parking Structure,PKG_PARKING_FLOOR,PKG_STAIR_ELEV,4,must_adjoin
Parking Structure,PKG_PARKING_FLOOR,PKG_PED_LOBBY,2,should_adjoin
Parking Structure,PKG_RAMP,PKG_PARKING_FLOOR,5,must_adjoin
Parking Structure,PKG_STAIR_ELEV,PKG_PARKING_FLOOR,4,must_adjoin
Parking Structure,PKG_STAIR_ELEV,PKG_PED_LOBBY,3,should_adjoin
Parking Structure,PKG_PED_LOBBY,PKG_STAIR_ELEV,3,should_adjoin
Parking Structure,PKG_REVENUE_CTRL,PKG_ENTRY_EXIT,4,must_adjoin
Parking Structure,PKG_REVENUE_CTRL,PKG_MGMT_OFFICE,2,should_adjoin
Parking Structure,PKG_MGMT_OFFICE,PKG_REVENUE_CTRL,2,should_adjoin
Parking Structure,PKG_EV_CHARGING,PKG_PARKING_FLOOR,3,should_adjoin
Parking Structure,PKG_EV_CHARGING,PKG_ELEC,2,should_adjoin
Parking Structure,PKG_RESTROOM,PKG_PED_LOBBY,2,should_adjoin
Parking Structure,PKG_MECH,PKG_ELEC,3,should_adjoin
Parking Structure,PKG_ELEC,PKG_MECH,3,should_adjoin
Parking Structure,PKG_ELEC,PKG_EV_CHARGING,2,should_adjoin
Parking Structure,PKG_PARKING_SPACE,PKG_PARKING_FLOOR,5,must_adjoin
Parking Structure,PKG_PARKING_SPACE,PKG_RAMP,3,should_adjoin
Parking Structure,PKG_ADA_SPACE,PKG_STAIR_ELEV,4,should_adjoin
Parking Structure,PKG_ADA_SPACE,PKG_PED_LOBBY,3,should_adjoin
Parking Structure,PKG_ADA_SPACE,PKG_PARKING_FLOOR,5,must_adjoin
Recreation / Sports,REC_LOBBY,REC_FRONT_DESK,5,must_adjoin
Recreation / Sports,REC_LOBBY,REC_LOCKER_MALE,3,should_adjoin
Recreation / Sports,REC_LOBBY,REC_LOCKER_FEMALE,3,should_adjoin
Recreation / Sports,REC_LOBBY,REC_GYM,2,should_adjoin
Recreation / Sports,REC_FRONT_DESK,REC_LOBBY,5,must_adjoin
Recreation / Sports,REC_FRONT_DESK,REC_OFFICE,2,should_adjoin
Recreation / Sports,REC_GYM,REC_LOCKER_MALE,2,should_adjoin
Recreation / Sports,REC_GYM,REC_LOCKER_FEMALE,2,should_adjoin
Recreation / Sports,REC_GYM,REC_STORAGE_EQUIP,3,should_adjoin
Recreation / Sports,REC_FITNESS_FLOOR,REC_GROUP_EX,2,should_adjoin
Recreation / Sports,REC_FITNESS_FLOOR,REC_LOCKER_MALE,2,should_adjoin
Recreation / Sports,REC_FITNESS_FLOOR,REC_LOCKER_FEMALE,2,should_adjoin
Recreation / Sports,REC_GROUP_EX,REC_FITNESS_FLOOR,2,should_adjoin
Recreation / Sports,REC_GROUP_EX,REC_STORAGE_EQUIP,3,should_adjoin
Recreation / Sports,REC_POOL,REC_POOL_MECH,4,must_adjoin
Recreation / Sports,REC_POOL,REC_LOCKER_MALE,3,should_adjoin
Recreation / Sports,REC_POOL,REC_LOCKER_FEMALE,3,should_adjoin
Recreation / Sports,REC_POOL,REC_POOL_OFFICE,2,should_adjoin
Recreation / Sports,REC_POOL_MECH,REC_POOL,4,must_adjoin
Recreation / Sports,REC_LOCKER_MALE,REC_LOBBY,3,should_adjoin
Recreation / Sports,REC_LOCKER_MALE,REC_POOL,3,should_adjoin
Recreation / Sports,REC_LOCKER_FEMALE,REC_LOBBY,3,should_adjoin
Recreation / Sports,REC_LOCKER_FEMALE,REC_POOL,3,should_adjoin
Recreation / Sports,REC_INDOOR_TRACK,REC_GYM,2,should_adjoin
Recreation / Sports,REC_CHILDCARE,REC_LOBBY,2,should_adjoin
Recreation / Sports,REC_MULTIPURPOSE,REC_RESTROOM_PUB,2,should_adjoin
Recreation / Sports,REC_STORAGE_EQUIP,REC_GYM,3,should_adjoin
Recreation / Sports,REC_MECH,REC_ELEC,3,should_adjoin
Recreation / Sports,REC_ELEC,REC_MECH,3,should_adjoin
Religious / Worship,REL_SANCTUARY,REL_NARTHEX,5,must_adjoin
Religious / Worship,REL_SANCTUARY,REL_CHANCEL,5,must_adjoin
Religious / Worship,REL_SANCTUARY,REL_CHOIR_MUSIC,3,should_adjoin
Religious / Worship,REL_SANCTUARY,REL_AV_BOOTH,3,should_adjoin
Religious / Worship,REL_NARTHEX,REL_SANCTUARY,5,must_adjoin
Religious / Worship,REL_NARTHEX,REL_RESTROOM,3,should_adjoin
Religious / Worship,REL_NARTHEX,REL_FELLOWSHIP,2,should_adjoin
Religious / Worship,REL_NARTHEX,REL_OFFICE,2,should_adjoin
Religious / Worship,REL_CHANCEL,REL_SANCTUARY,5,must_adjoin
Religious / Worship,REL_CHANCEL,REL_SACRISTY,3,should_adjoin
Religious / Worship,REL_CHANCEL,REL_CHOIR_MUSIC,3,should_adjoin
Religious / Worship,REL_SACRISTY,REL_CHANCEL,3,should_adjoin
Religious / Worship,REL_CHOIR_MUSIC,REL_SANCTUARY,3,should_adjoin
Religious / Worship,REL_FELLOWSHIP,REL_KITCHEN,5,must_adjoin
Religious / Worship,REL_FELLOWSHIP,REL_NARTHEX,2,should_adjoin
Religious / Worship,REL_FELLOWSHIP,REL_RESTROOM,2,should_adjoin
Religious / Worship,REL_KITCHEN,REL_FELLOWSHIP,5,must_adjoin
Religious / Worship,REL_KITCHEN,REL_LOADING,2,should_adjoin
Religious / Worship,REL_EDUCATION,REL_NARTHEX,2,should_adjoin
Religious / Worship,REL_EDUCATION,REL_RESTROOM,2,should_adjoin
Religious / Worship,REL_EDUCATION,REL_NURSERY,2,should_adjoin
Religious / Worship,REL_NURSERY,REL_EDUCATION,2,should_adjoin
Religious / Worship,REL_NURSERY,REL_RESTROOM,2,should_adjoin
Religious / Worship,REL_WUDU,REL_NARTHEX,3,should_adjoin
Religious / Worship,REL_WUDU,REL_SANCTUARY,3,should_adjoin
Religious / Worship,REL_WUDU,REL_RESTROOM,2,should_adjoin
Religious / Worship,REL_OFFICE,REL_NARTHEX,2,should_adjoin
Religious / Worship,REL_OFFICE,REL_CONF,2,should_adjoin
Religious / Worship,REL_CONF,REL_OFFICE,2,should_adjoin
Religious / Worship,REL_MECH,REL_ELEC,3,should_adjoin
Religious / Worship,REL_ELEC,REL_MECH,3,should_adjoin
Retail / Mixed-Use,RET_ENTRY,RET_MALL_CONCOURSE,5,must_adjoin
Retail / Mixed-Use,RET_ENTRY,RET_TENANT_SHELL,3,should_adjoin
Retail / Mixed-Use,RET_MALL_CONCOURSE,RET_ENTRY,5,must_adjoin
Retail / Mixed-Use,RET_MALL_CONCOURSE,RET_TENANT_SHELL,5,must_adjoin
Retail / Mixed-Use,RET_MALL_CONCOURSE,RET_FOOD_COURT,3,should_adjoin
Retail / Mixed-Use,RET_MALL_CONCOURSE,RET_RESTROOM_PUB,3,should_adjoin
Retail / Mixed-Use,RET_MALL_CONCOURSE,RET_VERTICAL_CIRC,4,must_adjoin
Retail / Mixed-Use,RET_TENANT_SHELL,RET_MALL_CONCOURSE,5,must_adjoin
Retail / Mixed-Use,RET_TENANT_SHELL,RET_TENANT_STOCK,4,should_adjoin
Retail / Mixed-Use,RET_TENANT_SHELL,RET_SERVICE_CORRIDOR,3,should_adjoin
Retail / Mixed-Use,RET_ANCHOR,RET_MALL_CONCOURSE,3,should_adjoin
Retail / Mixed-Use,RET_ANCHOR,RET_LOADING,3,should_adjoin
Retail / Mixed-Use,RET_FOOD_COURT,RET_MALL_CONCOURSE,3,should_adjoin
Retail / Mixed-Use,RET_FOOD_COURT,RET_FOOD_PREP,5,must_adjoin
Retail / Mixed-Use,RET_FOOD_COURT,RET_RESTROOM_PUB,3,should_adjoin
Retail / Mixed-Use,RET_FOOD_PREP,RET_FOOD_COURT,5,must_adjoin
Retail / Mixed-Use,RET_FOOD_PREP,RET_LOADING,3,should_adjoin
Retail / Mixed-Use,RET_FOOD_PREP,RET_TRASH_COMPACTOR,3,should_adjoin
Retail / Mixed-Use,RET_TENANT_STOCK,RET_TENANT_SHELL,4,should_adjoin
Retail / Mixed-Use,RET_TENANT_STOCK,RET_SERVICE_CORRIDOR,3,should_adjoin
Retail / Mixed-Use,RET_SERVICE_CORRIDOR,RET_TENANT_STOCK,3,should_adjoin
Retail / Mixed-Use,RET_SERVICE_CORRIDOR,RET_LOADING,4,must_adjoin
Retail / Mixed-Use,RET_SERVICE_CORRIDOR,RET_MECH,2,should_adjoin
Retail / Mixed-Use,RET_SERVICE_CORRIDOR,RET_TRASH_COMPACTOR,3,should_adjoin
Retail / Mixed-Use,RET_VERTICAL_CIRC,RET_MALL_CONCOURSE,4,must_adjoin
Retail / Mixed-Use,RET_LOADING,RET_SERVICE_CORRIDOR,4,must_adjoin
Retail / Mixed-Use,RET_LOADING,RET_TRASH_COMPACTOR,3,should_adjoin
Retail / Mixed-Use,RET_TRASH_COMPACTOR,RET_LOADING,3,should_adjoin
Retail / Mixed-Use,RET_TRASH_COMPACTOR,RET_SERVICE_CORRIDOR,3,should_adjoin
Retail / Mixed-Use,RET_MECH,RET_ELEC,3,should_adjoin
Retail / Mixed-Use,RET_ELEC,RET_MECH,3,should_adjoin
Retail / Mixed-Use,RET_SECURITY,RET_ENTRY,2,should_adjoin
Retail / Mixed-Use,RET_SECURITY,RET_MGMT_OFFICE,2,should_adjoin
Retail / Mixed-Use,RET_MGMT_OFFICE,RET_SECURITY,2,should_adjoin
Senior Living / Assisted Living,SL_ENTRY,SL_ADMIN,4,should_adjoin
Senior Living / Assisted Living,SL_ADMIN,SL_ENTRY,4,should_adjoin
Senior Living / Assisted Living,SL_ENTRY,SL_DINING,4,should_adjoin
Senior Living / Assisted Living,SL_DINING,SL_ENTRY,4,should_adjoin
Senior Living / Assisted Living,SL_ENTRY,SL_LOUNGE,4,should_adjoin
Senior Living / Assisted Living,SL_LOUNGE,SL_ENTRY,4,should_adjoin
Senior Living / Assisted Living,SL_RESIDENT_UNIT,SL_CORRIDOR,5,must_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_RESIDENT_UNIT,5,must_adjoin
Senior Living / Assisted Living,SL_MEMORY_UNIT,SL_CORRIDOR,5,must_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_MEMORY_UNIT,5,must_adjoin
Senior Living / Assisted Living,SL_DINING,SL_KITCHEN,5,must_adjoin
Senior Living / Assisted Living,SL_KITCHEN,SL_DINING,5,must_adjoin
Senior Living / Assisted Living,SL_DINING,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_DINING,4,should_adjoin
Senior Living / Assisted Living,SL_WELLNESS,SL_MED_STATION,4,should_adjoin
Senior Living / Assisted Living,SL_MED_STATION,SL_WELLNESS,4,should_adjoin
Senior Living / Assisted Living,SL_MED_STATION,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_MED_STATION,4,should_adjoin
Senior Living / Assisted Living,SL_SPA_BATH,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_SPA_BATH,4,should_adjoin
Senior Living / Assisted Living,SL_ACTIVITY,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_ACTIVITY,4,should_adjoin
Senior Living / Assisted Living,SL_ACTIVITY,SL_DINING,4,should_adjoin
Senior Living / Assisted Living,SL_DINING,SL_ACTIVITY,4,should_adjoin
Senior Living / Assisted Living,SL_OUTDOOR,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_OUTDOOR,4,should_adjoin
Senior Living / Assisted Living,SL_OUTDOOR,SL_DINING,4,should_adjoin
Senior Living / Assisted Living,SL_DINING,SL_OUTDOOR,4,should_adjoin
Senior Living / Assisted Living,SL_LAUNDRY,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_LAUNDRY,4,should_adjoin
Senior Living / Assisted Living,SL_SALON,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_SALON,4,should_adjoin
Senior Living / Assisted Living,SL_LOUNGE,SL_CORRIDOR,4,should_adjoin
Senior Living / Assisted Living,SL_CORRIDOR,SL_LOUNGE,4,should_adjoin
Senior Living / Assisted Living,SL_MECH,SL_ELEC,4,should_adjoin
Senior Living / Assisted Living,SL_ELEC,SL_MECH,4,should_adjoin
Student Housing / Dormitory,STU_ENTRY,STU_MAIL,5,must_adjoin
Student Housing / Dormitory,STU_MAIL,STU_ENTRY,5,must_adjoin
Student Housing / Dormitory,STU_ENTRY,STU_CORRIDOR,5,must_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_ENTRY,5,must_adjoin
Student Housing / Dormitory,STU_ENTRY,STU_LOUNGE,3,should_adjoin
Student Housing / Dormitory,STU_LOUNGE,STU_ENTRY,3,should_adjoin
Student Housing / Dormitory,STU_DOUBLE_ROOM,STU_CORRIDOR,5,must_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_DOUBLE_ROOM,5,must_adjoin
Student Housing / Dormitory,STU_SINGLE_ROOM,STU_CORRIDOR,5,must_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_SINGLE_ROOM,5,must_adjoin
Student Housing / Dormitory,STU_SUITE_UNIT,STU_CORRIDOR,5,must_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_SUITE_UNIT,5,must_adjoin
Student Housing / Dormitory,STU_APT_UNIT,STU_CORRIDOR,5,must_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_APT_UNIT,5,must_adjoin
Student Housing / Dormitory,STU_SHARED_BATH,STU_CORRIDOR,3,should_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_SHARED_BATH,3,should_adjoin
Student Housing / Dormitory,STU_SHARED_BATH,STU_DOUBLE_ROOM,3,should_adjoin
Student Housing / Dormitory,STU_DOUBLE_ROOM,STU_SHARED_BATH,3,should_adjoin
Student Housing / Dormitory,STU_LOUNGE,STU_CORRIDOR,3,should_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_LOUNGE,3,should_adjoin
Student Housing / Dormitory,STU_STUDY,STU_CORRIDOR,3,should_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_STUDY,3,should_adjoin
Student Housing / Dormitory,STU_LAUNDRY,STU_CORRIDOR,3,should_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_LAUNDRY,3,should_adjoin
Student Housing / Dormitory,STU_KITCHEN,STU_LOUNGE,3,should_adjoin
Student Housing / Dormitory,STU_LOUNGE,STU_KITCHEN,3,should_adjoin
Student Housing / Dormitory,STU_RA_OFFICE,STU_CORRIDOR,2,should_adjoin
Student Housing / Dormitory,STU_CORRIDOR,STU_RA_OFFICE,2,should_adjoin
Student Housing / Dormitory,STU_MULTIPURPOSE,STU_ENTRY,2,should_adjoin
Student Housing / Dormitory,STU_ENTRY,STU_MULTIPURPOSE,2,should_adjoin
Student Housing / Dormitory,STU_FITNESS,STU_ENTRY,2,should_adjoin
Student Housing / Dormitory,STU_ENTRY,STU_FITNESS,2,should_adjoin
Student Housing / Dormitory,STU_BIKE,STU_ENTRY,2,should_adjoin
Student Housing / Dormitory,STU_ENTRY,STU_BIKE,2,should_adjoin
Student Housing / Dormitory,STU_MECH,STU_ELEC,3,should_adjoin
Student Housing / Dormitory,STU_ELEC,STU_MECH,3,should_adjoin
Transit / Transportation,TRA_CONCOURSE,TRA_TICKETING,4,must_adjoin
Transit / Transportation,TRA_CONCOURSE,TRA_WAITING,3,should_adjoin
Transit / Transportation,TRA_CONCOURSE,TRA_PLATFORM,4,should_adjoin
Transit / Transportation,TRA_CONCOURSE,TRA_RETAIL,2,should_adjoin
Transit / Transportation,TRA_CONCOURSE,TRA_RESTROOM,2,should_adjoin
Transit / Transportation,TRA_CONCOURSE,TRA_FARE_CTRL,3,should_adjoin
Transit / Transportation,TRA_TICKETING,TRA_CONCOURSE,4,must_adjoin
Transit / Transportation,TRA_TICKETING,TRA_FARE_CTRL,3,should_adjoin
Transit / Transportation,TRA_FARE_CTRL,TRA_CONCOURSE,3,should_adjoin
Transit / Transportation,TRA_FARE_CTRL,TRA_PLATFORM,3,should_adjoin
Transit / Transportation,TRA_WAITING,TRA_CONCOURSE,3,should_adjoin
Transit / Transportation,TRA_WAITING,TRA_PLATFORM,3,should_adjoin
Transit / Transportation,TRA_PLATFORM,TRA_VERTICAL_CIRC,4,must_adjoin
Transit / Transportation,TRA_PLATFORM,TRA_CONCOURSE,4,should_adjoin
Transit / Transportation,TRA_VERTICAL_CIRC,TRA_PLATFORM,4,must_adjoin
Transit / Transportation,TRA_VERTICAL_CIRC,TRA_CONCOURSE,3,should_adjoin
Transit / Transportation,TRA_BUS_BERTHS,TRA_CONCOURSE,3,should_adjoin
Transit / Transportation,TRA_BUS_BERTHS,TRA_DRIVER_ROOM,2,should_adjoin
Transit / Transportation,TRA_DRIVER_ROOM,TRA_BUS_BERTHS,2,should_adjoin
Transit / Transportation,TRA_DRIVER_ROOM,TRA_DISPATCH,3,should_adjoin
Transit / Transportation,TRA_DRIVER_ROOM,TRA_RESTROOM_STAFF,2,should_adjoin
Transit / Transportation,TRA_DISPATCH,TRA_DRIVER_ROOM,3,should_adjoin
Transit / Transportation,TRA_DISPATCH,TRA_SECURITY,2,should_adjoin
Transit / Transportation,TRA_SECURITY,TRA_CONCOURSE,2,should_adjoin
Transit / Transportation,TRA_SECURITY,TRA_DISPATCH,2,should_adjoin
Transit / Transportation,TRA_MECH,TRA_ELEC,3,should_adjoin
Transit / Transportation,TRA_ELEC,TRA_MECH,3,should_adjoin
